annotator,filename,label,length_mm,num_points,start_x,start_y,end_x,end_y,length_cm,root_id
ar,inv_28_07_13.rsml,root_04,51.054579999999994,80.0,1656.6965,347.91553,1542.8538,927.19226,5.105458,ad9478f3-c6bc-4eae-977b-c5b69e9c8427
ar,inv_28_07_13.rsml,root_03,59.00447,96.0,1355.3295,351.92682,1230.0369,1019.6728,5.900447,33c079cf-d55c-46e5-b569-b4ffaba017f9
ar,inv_28_07_13.rsml,root_02,41.86595,66.0,1026.0249,348.81985,1018.2024,833.84875,4.186595,cd4094ca-1df7-451c-912f-e3bf97290c0e
ar,inv_28_07_13.rsml,root_01,51.805415,81.0,716.84644,339.9588,569.97156,918.40857,5.1805415,7cf622d3-b137-4538-a6a7-090c703413a6
ar,inv_28_07_14.rsml,root_05,26.307487,44.0,1972.5632,360.28534,1996.3455,656.2086,2.6307487,e7d80afc-3d28-42f9-b731-4bb2b19ee92c
ar,inv_28_07_14.rsml,root_04,56.154019999999996,87.0,1656.6965,347.91553,1531.2454,986.2112,5.615402,ad9478f3-c6bc-4eae-977b-c5b69e9c8427
ar,inv_28_07_14.rsml,root_03,67.138176,106.0,1355.3295,351.92682,1190.2373,1107.0131,6.7138176,33c079cf-d55c-46e5-b569-b4ffaba017f9
ar,inv_28_07_14.rsml,root_02,48.09774,76.0,1026.0249,348.81985,992.49146,902.3261,4.809774,cd4094ca-1df7-451c-912f-e3bf97290c0e
ar,inv_28_07_14.rsml,root_01,59.79447999999999,91.0,719.8333,334.33334,557.5,1005.0,5.979448,7cf622d3-b137-4538-a6a7-090c703413a6
ar,inv_28_07_15.rsml,root_05,27.709954,46.0,1972.5632,360.28534,2000.6588,671.99,2.7709954,e7d80afc-3d28-42f9-b731-4bb2b19ee92c
ar,inv_28_07_15.rsml,root_04,61.326494,95.0,1656.6965,347.91553,1517.2817,1045.2959,6.1326494,ad9478f3-c6bc-4eae-977b-c5b69e9c8427
ar,inv_28_07_15.rsml,root_03,75.00402,118.0,1355.3295,351.92682,1152.145,1191.3511,7.500402,33c079cf-d55c-46e5-b569-b4ffaba017f9
ar,inv_28_07_15.rsml,root_02,54.747175999999996,87.0,1026.0249,348.81985,977.4398,979.22943,5.4747176,cd4094ca-1df7-451c-912f-e3bf97290c0e
ar,inv_28_07_15.rsml,root_01,67.017164,102.0,719.8333,334.33334,548.79004,1088.238,6.7017164,7cf622d3-b137-4538-a6a7-090c703413a6
ym,inv_28_07_01.rsml,root_05,0.058049904,2.0,1985.0234,337.78513,1984.8125,338.4375,0.0058049904,834e31dc-8431-4341-899c-1537000d5990
ym,inv_28_07_01.rsml,root_04,0.10273710999999999,2.0,1665.6208,356.12595,1665.5,357.33334,0.010273711,37a3bf60-ecae-49d3-8059-b7c20705459b
ym,inv_28_07_01.rsml,root_03,0.14435323,2.0,1353.0356,352.88342,1353.1666,354.58334,0.014435323,c1ab9951-8cef-42dc-89cf-13d688be03e1
ym,inv_28_07_01.rsml,root_02,0.16933332999999998,2.0,1032.875,344.625,1032.875,346.625,0.016933333,2ba6ec22-654a-4bb2-9f77-d0ccbd45bbf1
ym,inv_28_07_01.rsml,root_01,0.11015232999999999,2.0,708.3236,349.32404,708.3125,350.625,0.011015233,1f48e849-fb01-429f-88cd-f8964a56fda3
ym,inv_28_07_02.rsml,root_05,1.7093165,4.0,1987.6875,338.5625,1982.7002,357.6532,0.17093165,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_02.rsml,root_04,0.36893960000000003,2.0,1663.375,353.75,1664.0,358.0625,0.03689396,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_02.rsml,root_03,0.11554463,2.0,1352.1577,352.58444,1351.5625,353.8125,0.011554463,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_02.rsml,root_02,1.09842405,3.0,1028.9166,338.83334,1025.6846,350.9513,0.109842405,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_02.rsml,root_01,1.8295784000000002,4.0,712.3125,344.6875,706.0146,365.08447,0.18295784,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_03.rsml,root_05,4.2802736,4.0,1981.875,344.0,1986.6416,394.034,0.42802736,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_03.rsml,root_04,2.734933,6.0,1662.4586,378.78607,1660.6438,352.34113,0.2734933,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_03.rsml,root_03,1.9206448,2.0,1357.1556,350.25208,1354.25,372.75,0.19206448,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_03.rsml,root_02,4.987163499999999,3.0,1027.125,340.5,1023.5,398.75,0.49871635,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_03.rsml,root_01,6.860659999999999,7.0,713.49915,346.72888,681.4838,418.65497,0.686066,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_04.rsml,root_05,8.792972,5.0,1981.875,344.0,1992.1666,446.66666,0.8792972,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_04.rsml,root_04,6.7955464,8.0,1666.125,432.59375,1655.5,355.0,0.67955464,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_04.rsml,root_03,6.985878,6.0,1357.1556,350.25208,1359.3334,431.91666,0.6985878,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_04.rsml,root_02,9.567056000000001,12.0,1026.5,341.875,1028.0834,453.25,0.9567056,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_04.rsml,root_01,13.209755000000001,10.0,715.7579,348.91165,650.2582,487.07343,1.3209755,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_05.rsml,root_05,11.888652,9.0,1981.875,344.0,1984.5,482.0,1.1888652,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_05.rsml,root_04,12.082682,11.0,1650.3246,492.95447,1655.5,355.0,1.2082682,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_05.rsml,root_03,12.949641999999999,10.0,1357.1556,350.25208,1359.5452,500.65372,1.2949642,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_05.rsml,root_02,13.572683000000001,14.0,1026.5,341.875,1031.4166,500.08334,1.3572683,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_05.rsml,root_01,17.449460000000002,17.0,715.7579,348.91165,644.6875,534.875,1.744946,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_06.rsml,root_05,12.447569999999999,10.0,1979.8256,351.15277,1976.0,492.125,1.244757,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_06.rsml,root_04,16.897811,16.0,1625.0,542.9375,1655.5,355.0,1.6897811,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_06.rsml,root_03,19.099694,15.0,1355.198,353.01318,1355.685,574.9586,1.9099694,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_06.rsml,root_02,15.800134,16.0,1026.5,341.875,1029.75,526.3333,1.5800134,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_06.rsml,root_01,19.261808000000002,17.0,713.3114,351.27325,644.25,559.25,1.9261808,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_07.rsml,root_05,12.827648,12.0,1979.125,363.25,1974.875,508.5,1.2827648,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_07.rsml,root_04,21.46518,22.0,1611.5,594.6875,1655.5,355.0,2.146518,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_07.rsml,root_03,22.879982000000002,18.0,1355.198,353.01318,1361.6876,618.7636,2.2879982,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_07.rsml,root_02,17.228396,16.0,1026.5,341.875,1037.1875,541.0072,1.7228396,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_07.rsml,root_01,21.10194,19.0,713.3114,351.27325,640.8333,580.3333,2.110194,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_08.rsml,root_05,14.721624,14.0,1979.125,363.25,1979.125,530.5,1.4721624,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_08.rsml,root_04,26.101038000000003,30.0,1599.2483,647.7381,1655.5,355.0,2.6101038,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_08.rsml,root_03,27.690462999999998,23.0,1355.198,353.01318,1349.758,673.7051,2.7690463,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_08.rsml,root_02,20.365160000000003,20.0,1026.5,341.875,1042.625,577.25,2.036516,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_08.rsml,root_01,24.464142,23.0,713.3114,351.27325,637.5833,619.25,2.4464142,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_09.rsml,root_05,16.390688,14.0,1978.0,367.0,1976.442,553.2661,1.6390688,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_09.rsml,root_04,30.444795999999997,35.0,1584.0713,696.2131,1655.5,355.0,3.0444796,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_09.rsml,root_03,33.457665,31.0,1355.198,353.01318,1326.0834,737.1667,3.3457665,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_09.rsml,root_02,24.010820000000002,26.0,1026.5,341.875,1049.6666,618.9167,2.401082,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_09.rsml,root_01,28.389788,30.0,713.3114,351.27325,639.5,665.5,2.8389788,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_10.rsml,root_05,18.308892,19.0,1978.0,367.0,1979.5388,574.06085,1.8308892,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_10.rsml,root_04,35.452175000000004,42.0,1655.5,355.0,1564.9166,751.5,3.5452175,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_10.rsml,root_03,39.889033,40.0,1355.198,353.01318,1299.3938,807.56555,3.9889033,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_10.rsml,root_02,28.169994,32.0,1026.5,341.875,1045.8978,667.79834,2.8169994,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_10.rsml,root_01,32.773502,36.0,713.3114,351.27325,622.8125,713.25,3.2773502,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_11.rsml,root_05,20.38957,22.0,1978.0,367.0,1981.5,599.0,2.038957,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_11.rsml,root_04,40.626205999999996,50.0,1655.5,355.0,1556.0834,811.9167,4.0626206,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_11.rsml,root_03,44.96798,48.0,1355.198,353.01318,1287.1666,866.0,4.496798,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_11.rsml,root_02,32.46664,39.0,1026.5,341.875,1045.074,718.4072,3.246664,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_11.rsml,root_01,38.20222,46.0,713.3114,351.27325,609.0417,775.3333,3.820222,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_12.rsml,root_05,22.243907,26.0,1978.0,367.0,1981.625,620.4583,2.2243907,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_12.rsml,root_04,45.396814,55.0,1655.5,355.0,1552.1404,867.8306,4.5396814,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_12.rsml,root_03,51.409254000000004,56.0,1355.198,353.01318,1266.9166,939.25,5.1409254,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_12.rsml,root_02,37.192280000000004,45.0,1026.5,341.875,1031.6833,772.2352,3.719228,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_12.rsml,root_01,44.179688,55.0,713.3114,351.27325,595.125,843.125,4.4179688,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_13.rsml,root_05,24.040542000000002,30.0,1978.0,367.0,1991.9435,638.90027,2.4040542,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_13.rsml,root_04,50.436325000000004,64.0,1655.5,355.0,1543.4166,926.4167,5.0436325,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_13.rsml,root_03,58.85346,66.0,1355.198,353.01318,1230.1666,1019.0,5.885346,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_13.rsml,root_02,42.536283,51.0,1026.5,341.875,1017.7332,834.2176,4.2536283,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_13.rsml,root_01,50.92857000000001,66.0,713.3114,351.27325,570.8333,918.5,5.092857,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_14.rsml,root_05,25.411847,34.0,1978.5834,369.66666,1996.25,656.0,2.5411847,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_14.rsml,root_04,55.65134,70.0,1655.5,355.0,1531.3125,986.75,5.565134,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_14.rsml,root_03,67.01116999999999,77.0,1355.198,353.01318,1190.25,1106.5,6.701117,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_14.rsml,root_02,48.756842999999996,61.0,1026.5,341.875,992.3987,902.776,4.8756843,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_14.rsml,root_01,58.19727,76.0,714.5978,352.95062,558.0,1004.375,5.819727,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
ym,inv_28_07_15.rsml,root_05,26.909022,35.0,1978.5834,369.66666,2000.75,672.375,2.6909022,dfd00355-713d-47d2-9e1e-c9de2600ddae
ym,inv_28_07_15.rsml,root_04,60.79127,77.0,1655.5,355.0,1516.9366,1045.6011,6.079127,0f8beb93-64a4-42ae-b6ff-21c7a4be1a7b
ym,inv_28_07_15.rsml,root_03,74.834304,88.0,1355.198,353.01318,1151.3099,1190.0345,7.4834304,1f370ce0-797e-42bc-b4cf-edd3f509b1d7
ym,inv_28_07_15.rsml,root_02,55.364585000000005,71.0,1026.5,341.875,978.01843,979.5325,5.5364585,fa0bb6f9-934d-4a51-af24-92f4df40a691
ym,inv_28_07_15.rsml,root_01,65.375433,86.0,714.5978,352.95062,549.3125,1088.1875,6.5375433,6517a58d-14aa-400b-ab2c-20ef8d2e6d65
